Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;18 Ceuta;General;Índice;2009T3;128,981
Nacional;18 Ceuta;General;Índice;2009T2;133,360
Nacional;18 Ceuta;General;Índice;2009T1;133,875
Nacional;18 Ceuta;General;Índice;2008T4;132,167
Nacional;18 Ceuta;General;Índice;2008T3;135,607
Nacional;18 Ceuta;General;Índice;2008T2;139,932
Nacional;18 Ceuta;General;Índice;2008T1;142,038
Nacional;18 Ceuta;General;Índice;2007T4;140,135
Nacional;18 Ceuta;General;Índice;2007T3;136,696
Nacional;18 Ceuta;General;Índice;2007T2;134,757
Nacional;18 Ceuta;General;Índice;2007T1;132,362
Nacional;19 Melilla;General;Índice;2025T3;200,061
Nacional;19 Melilla;General;Índice;2025T2;194,975
Nacional;19 Melilla;General;Índice;2025T1;187,389
Nacional;19 Melilla;General;Índice;2024T4;178,326
Nacional;19 Melilla;General;Índice;2024T3;174,797
Nacional;19 Melilla;General;Índice;2024T2;171,953
Nacional;19 Melilla;General;Índice;2024T1;164,358
Nacional;19 Melilla;General;Índice;2023T4;158,926
Nacional;19 Melilla;General;Índice;2023T3;161,958
Nacional;19 Melilla;General;Índice;2023T2;160,434
Nacional;19 Melilla;General;Índice;2023T1;156,969
Nacional;19 Melilla;General;Índice;2022T4;154,019
Nacional;19 Melilla;General;Índice;2022T3;152,976
Nacional;19 Melilla;General;Índice;2022T2;151,150
Nacional;19 Melilla;General;Índice;2022T1;147,760
Nacional;19 Melilla;General;Índice;2021T4;142,577
Nacional;19 Melilla;General;Índice;2021T3;142,563
Nacional;19 Melilla;General;Índice;2021T2;139,007
Nacional;19 Melilla;General;Índice;2021T1;134,954
Nacional;19 Melilla;General;Índice;2020T4;133,064
Nacional;19 Melilla;General;Índice;2020T3;133,661
Nacional;19 Melilla;General;Índice;2020T2;130,290
Nacional;19 Melilla;General;Índice;2020T1;128,760
Nacional;19 Melilla;General;Índice;2019T4;126,218
Nacional;19 Melilla;General;Índice;2019T3;127,460
Nacional;19 Melilla;General;Índice;2019T2;124,154
Nacional;19 Melilla;General;Índice;2019T1;125,310
Nacional;19 Melilla;General;Índice;2018T4;122,196
Nacional;19 Melilla;General;Índice;2018T3;120,965
Nacional;19 Melilla;General;Índice;2018T2;119,341
Nacional;19 Melilla;General;Índice;2018T1;115,546
Nacional;19 Melilla;General;Índice;2017T4;113,620
Nacional;19 Melilla;General;Índice;2017T3;110,681
Nacional;19 Melilla;General;Índice;2017T2;110,490
Nacional;19 Melilla;General;Índice;2017T1;108,707
Nacional;19 Melilla;General;Índice;2016T4;105,514
Nacional;19 Melilla;General;Índice;2016T3;105,729
Nacional;19 Melilla;General;Índice;2016T2;106,378
Nacional;19 Melilla;General;Índice;2016T1;103,741
Nacional;19 Melilla;General;Índice;2015T4;102,202
Nacional;19 Melilla;General;Índice;2015T3;101,778
Nacional;19 Melilla;General;Índice;2015T2;100,468
Nacional;19 Melilla;General;Índice;2015T1;95,551
Nacional;19 Melilla;General;Índice;2014T4;96,653
Nacional;19 Melilla;General;Índice;2014T3;97,439
Nacional;19 Melilla;General;Índice;2014T2;97,005
Nacional;19 Melilla;General;Índice;2014T1;95,304
Nacional;19 Melilla;General;Índice;2013T4;95,428
Nacional;19 Melilla;General;Índice;2013T3;96,051
Nacional;19 Melilla;General;Índice;2013T2;96,248
Nacional;19 Melilla;General;Índice;2013T1;96,948
Nacional;19 Melilla;General;Índice;2012T4;106,300
Nacional;19 Melilla;General;Índice;2012T3;109,499
Nacional;19 Melilla;General;Índice;2012T2;111,003
Nacional;19 Melilla;General;Índice;2012T1;113,399
Nacional;19 Melilla;General;Índice;2011T4;117,212
Nacional;19 Melilla;General;Índice;2011T3;124,349
Nacional;19 Melilla;General;Índice;2011T2;128,490
Nacional;19 Melilla;General;Índice;2011T1;129,296
Nacional;19 Melilla;General;Índice;2010T4;136,670
Nacional;19 Melilla;General;Índice;2010T3;137,833
Nacional;19 Melilla;General;Índice;2010T2;139,503
Nacional;19 Melilla;General;Índice;2010T1;136,709
Nacional;19 Melilla;General;Índice;2009T4;138,213
Nacional;19 Melilla;General;Índice;2009T3;138,571
Nacional;19 Melilla;General;Índice;2009T2;135,798
Nacional;19 Melilla;General;Índice;2009T1;135,458
Nacional;19 Melilla;General;Índice;2008T4;134,206
Nacional;19 Melilla;General;Índice;2008T3;133,498
Nacional;19 Melilla;General;Índice;2008T2;133,204
Nacional;19 Melilla;General;Índice;2008T1;135,752
Nacional;19 Melilla;General;Índice;2007T4;134,502
Nacional;19 Melilla;General;Índice;2007T3;132,239
Nacional;19 Melilla;General;Índice;2007T2;128,738
Nacional;19 Melilla;General;Índice;2007T1;124,877
