País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
América del Norte;Todas las edades;Total;1 de enero de 2022;131.136
América del Norte;Todas las edades;Total;1 de octubre de 2021;127.537
América del Norte;Todas las edades;Total;1 de julio de 2021;123.625
América del Norte;Todas las edades;Total;1 de abril de 2021;123.394
América del Norte;Todas las edades;Total;1 de enero de 2021;123.618
América del Norte;Todas las edades;Total;1 de octubre de 2020;""
América del Norte;Todas las edades;Total;1 de julio de 2020;119.343
América del Norte;Todas las edades;Total;1 de abril de 2020;""
América del Norte;Todas las edades;Total;1 de enero de 2020;119.031
América del Norte;Todas las edades;Total;1 de octubre de 2019;""
América del Norte;Todas las edades;Total;1 de julio de 2019;111.818
América del Norte;Todas las edades;Total;1 de abril de 2019;""
América del Norte;Todas las edades;Total;1 de enero de 2019;110.143
América del Norte;Todas las edades;Total;1 de octubre de 2018;""
América del Norte;Todas las edades;Total;1 de julio de 2018;104.545
América del Norte;Todas las edades;Total;1 de abril de 2018;""
América del Norte;Todas las edades;Total;1 de enero de 2018;103.666
América del Norte;Todas las edades;Total;1 de octubre de 2017;""
América del Norte;Todas las edades;Total;1 de julio de 2017;98.014
América del Norte;Todas las edades;Total;1 de abril de 2017;""
América del Norte;Todas las edades;Total;1 de enero de 2017;98.355
América del Norte;Todas las edades;Total;1 de octubre de 2016;""
América del Norte;Todas las edades;Total;1 de julio de 2016;95.556
América del Norte;Todas las edades;Total;1 de abril de 2016;""
América del Norte;Todas las edades;Total;1 de enero de 2016;95.508
América del Norte;Todas las edades;Total;1 de octubre de 2015;""
América del Norte;Todas las edades;Total;1 de julio de 2015;92.092
América del Norte;Todas las edades;Total;1 de abril de 2015;""
América del Norte;Todas las edades;Total;1 de enero de 2015;92.224
América del Norte;Todas las edades;Total;1 de octubre de 2014;""
América del Norte;Todas las edades;Total;1 de julio de 2014;89.999
América del Norte;Todas las edades;Total;1 de abril de 2014;""
América del Norte;Todas las edades;Total;1 de enero de 2014;91.135
América del Norte;Todas las edades;Total;1 de octubre de 2013;""
América del Norte;Todas las edades;Total;1 de julio de 2013;90.878
América del Norte;Todas las edades;Total;1 de abril de 2013;""
América del Norte;Todas las edades;Total;1 de enero de 2013;92.967
América del Norte;Todas las edades;Total;1 de octubre de 2012;""
América del Norte;Todas las edades;Total;1 de julio de 2012;90.975
América del Norte;Todas las edades;Total;1 de abril de 2012;""
América del Norte;Todas las edades;Total;1 de enero de 2012;91.462
América del Norte;Todas las edades;Total;1 de octubre de 2011;""
América del Norte;Todas las edades;Total;1 de julio de 2011;88.382
América del Norte;Todas las edades;Total;1 de abril de 2011;""
América del Norte;Todas las edades;Total;1 de enero de 2011;87.786
América del Norte;Todas las edades;Total;1 de octubre de 2010;""
América del Norte;Todas las edades;Total;1 de julio de 2010;85.999
América del Norte;Todas las edades;Total;1 de abril de 2010;""
América del Norte;Todas las edades;Total;1 de enero de 2010;85.737
América del Norte;Todas las edades;Total;1 de octubre de 2009;""
América del Norte;Todas las edades;Total;1 de julio de 2009;84.297
América del Norte;Todas las edades;Total;1 de abril de 2009;""
América del Norte;Todas las edades;Total;1 de enero de 2009;83.696
América del Norte;Todas las edades;Total;1 de octubre de 2008;""
América del Norte;Todas las edades;Total;1 de julio de 2008;81.215
América del Norte;Todas las edades;Total;1 de abril de 2008;""
América del Norte;Todas las edades;Total;1 de enero de 2008;79.596
América del Norte;Todas las edades;Total;1 de octubre de 2007;""
América del Norte;Todas las edades;Total;1 de julio de 2007;76.637
América del Norte;Todas las edades;Total;1 de abril de 2007;""
América del Norte;Todas las edades;Total;1 de enero de 2007;74.919
América del Norte;Todas las edades;Total;1 de octubre de 2006;""
América del Norte;Todas las edades;Total;1 de julio de 2006;72.218
América del Norte;Todas las edades;Total;1 de abril de 2006;""
América del Norte;Todas las edades;Total;1 de enero de 2006;71.412
América del Norte;Todas las edades;Total;1 de octubre de 2005;""
América del Norte;Todas las edades;Total;1 de julio de 2005;69.420
América del Norte;Todas las edades;Total;1 de abril de 2005;""
América del Norte;Todas las edades;Total;1 de enero de 2005;67.440
América del Norte;Todas las edades;Total;1 de octubre de 2004;""
América del Norte;Todas las edades;Total;1 de julio de 2004;64.341
América del Norte;Todas las edades;Total;1 de abril de 2004;""
América del Norte;Todas las edades;Total;1 de enero de 2004;62.268
América del Norte;Todas las edades;Total;1 de octubre de 2003;""
América del Norte;Todas las edades;Total;1 de julio de 2003;58.940
América del Norte;Todas las edades;Total;1 de abril de 2003;""
América del Norte;Todas las edades;Total;1 de enero de 2003;56.008
América del Norte;Todas las edades;Total;1 de octubre de 2002;""
América del Norte;Todas las edades;Total;1 de julio de 2002;51.730
América del Norte;Todas las edades;Total;1 de abril de 2002;""
América del Norte;Todas las edades;Total;1 de enero de 2002;48.736
Estados Unidos de América;Todas las edades;Total;1 de enero de 2025;76.180
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2024;72.970
Estados Unidos de América;Todas las edades;Total;1 de julio de 2024;69.548
Estados Unidos de América;Todas las edades;Total;1 de abril de 2024;69.136
Estados Unidos de América;Todas las edades;Total;1 de enero de 2024;69.171
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2023;67.122
Estados Unidos de América;Todas las edades;Total;1 de julio de 2023;64.408
Estados Unidos de América;Todas las edades;Total;1 de abril de 2023;64.704
Estados Unidos de América;Todas las edades;Total;1 de enero de 2023;64.227
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2022;61.963
Estados Unidos de América;Todas las edades;Total;1 de julio de 2022;59.511
Estados Unidos de América;Todas las edades;Total;1 de abril de 2022;58.550
Estados Unidos de América;Todas las edades;Total;1 de enero de 2022;57.813
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2021;56.048
Estados Unidos de América;Todas las edades;Total;1 de julio de 2021;54.071
Estados Unidos de América;Todas las edades;Total;1 de abril de 2021;54.106
Estados Unidos de América;Todas las edades;Total;1 de enero de 2021;54.406
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2020;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2020;52.208
Estados Unidos de América;Todas las edades;Total;1 de abril de 2020;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2020;52.523
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2019;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2019;48.818
Estados Unidos de América;Todas las edades;Total;1 de abril de 2019;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2019;48.410
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2018;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2018;45.248
Estados Unidos de América;Todas las edades;Total;1 de abril de 2018;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2018;45.060
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2017;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2017;42.092
Estados Unidos de América;Todas las edades;Total;1 de abril de 2017;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2017;42.489
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2016;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2016;41.003
Estados Unidos de América;Todas las edades;Total;1 de abril de 2016;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2016;41.092
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2015;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2015;39.198
Estados Unidos de América;Todas las edades;Total;1 de abril de 2015;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2015;39.398
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2014;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2014;37.982
Estados Unidos de América;Todas las edades;Total;1 de abril de 2014;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2014;38.713
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2013;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2013;37.916
Estados Unidos de América;Todas las edades;Total;1 de abril de 2013;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2013;38.680
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2012;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2012;37.482
Estados Unidos de América;Todas las edades;Total;1 de abril de 2012;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2012;37.656
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2011;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2011;36.142
Estados Unidos de América;Todas las edades;Total;1 de abril de 2011;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2011;35.947
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2010;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2010;35.212
Estados Unidos de América;Todas las edades;Total;1 de abril de 2010;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2010;35.238
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2009;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2009;34.564
Estados Unidos de América;Todas las edades;Total;1 de abril de 2009;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2009;34.466
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2008;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2008;33.677
Estados Unidos de América;Todas las edades;Total;1 de abril de 2008;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2008;33.216
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2007;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2007;32.232
Estados Unidos de América;Todas las edades;Total;1 de abril de 2007;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2007;31.657
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2006;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2006;30.701
Estados Unidos de América;Todas las edades;Total;1 de abril de 2006;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2006;30.362
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2005;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2005;29.672
Estados Unidos de América;Todas las edades;Total;1 de abril de 2005;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2005;28.927
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2004;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2004;27.840
Estados Unidos de América;Todas las edades;Total;1 de abril de 2004;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2004;27.159
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2003;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2003;25.986
Estados Unidos de América;Todas las edades;Total;1 de abril de 2003;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2003;25.015
Estados Unidos de América;Todas las edades;Total;1 de octubre de 2002;""
Estados Unidos de América;Todas las edades;Total;1 de julio de 2002;23.582
Estados Unidos de América;Todas las edades;Total;1 de abril de 2002;""
Estados Unidos de América;Todas las edades;Total;1 de enero de 2002;22.494
México;Todas las edades;Total;1 de enero de 2025;87.575
México;Todas las edades;Total;1 de octubre de 2024;84.439
México;Todas las edades;Total;1 de julio de 2024;81.464
México;Todas las edades;Total;1 de abril de 2024;80.354
México;Todas las edades;Total;1 de enero de 2024;79.581
México;Todas las edades;Total;1 de octubre de 2023;77.029
México;Todas las edades;Total;1 de julio de 2023;74.588
México;Todas las edades;Total;1 de abril de 2023;73.879
México;Todas las edades;Total;1 de enero de 2023;72.669
México;Todas las edades;Total;1 de octubre de 2022;70.419
México;Todas las edades;Total;1 de julio de 2022;67.983
México;Todas las edades;Total;1 de abril de 2022;66.539
México;Todas las edades;Total;1 de enero de 2022;65.133
México;Todas las edades;Total;1 de octubre de 2021;63.486
México;Todas las edades;Total;1 de julio de 2021;61.754
México;Todas las edades;Total;1 de abril de 2021;61.517
México;Todas las edades;Total;1 de enero de 2021;61.412
México;Todas las edades;Total;1 de octubre de 2020;""
México;Todas las edades;Total;1 de julio de 2020;59.651
México;Todas las edades;Total;1 de abril de 2020;""
México;Todas las edades;Total;1 de enero de 2020;59.102
México;Todas las edades;Total;1 de octubre de 2019;""
México;Todas las edades;Total;1 de julio de 2019;55.945
México;Todas las edades;Total;1 de abril de 2019;""
México;Todas las edades;Total;1 de enero de 2019;54.800
México;Todas las edades;Total;1 de octubre de 2018;""
México;Todas las edades;Total;1 de julio de 2018;52.563
México;Todas las edades;Total;1 de abril de 2018;""
México;Todas las edades;Total;1 de enero de 2018;51.938
México;Todas las edades;Total;1 de octubre de 2017;""
México;Todas las edades;Total;1 de julio de 2017;49.581
México;Todas las edades;Total;1 de abril de 2017;""
México;Todas las edades;Total;1 de enero de 2017;49.519
México;Todas las edades;Total;1 de octubre de 2016;""
México;Todas las edades;Total;1 de julio de 2016;48.336
México;Todas las edades;Total;1 de abril de 2016;""
México;Todas las edades;Total;1 de enero de 2016;48.207
México;Todas las edades;Total;1 de octubre de 2015;""
México;Todas las edades;Total;1 de julio de 2015;46.876
México;Todas las edades;Total;1 de abril de 2015;""
México;Todas las edades;Total;1 de enero de 2015;46.778
México;Todas las edades;Total;1 de octubre de 2014;""
México;Todas las edades;Total;1 de julio de 2014;46.100
México;Todas las edades;Total;1 de abril de 2014;""
México;Todas las edades;Total;1 de enero de 2014;46.422
México;Todas las edades;Total;1 de octubre de 2013;""
México;Todas las edades;Total;1 de julio de 2013;46.987
México;Todas las edades;Total;1 de abril de 2013;""
México;Todas las edades;Total;1 de enero de 2013;48.307
México;Todas las edades;Total;1 de octubre de 2012;""
México;Todas las edades;Total;1 de julio de 2012;47.646
México;Todas las edades;Total;1 de abril de 2012;""
México;Todas las edades;Total;1 de enero de 2012;47.859
México;Todas las edades;Total;1 de octubre de 2011;""
México;Todas las edades;Total;1 de julio de 2011;46.508
México;Todas las edades;Total;1 de abril de 2011;""
México;Todas las edades;Total;1 de enero de 2011;46.071
México;Todas las edades;Total;1 de octubre de 2010;""
México;Todas las edades;Total;1 de julio de 2010;45.089
México;Todas las edades;Total;1 de abril de 2010;""
México;Todas las edades;Total;1 de enero de 2010;44.803
México;Todas las edades;Total;1 de octubre de 2009;""
México;Todas las edades;Total;1 de julio de 2009;44.098
México;Todas las edades;Total;1 de abril de 2009;""
México;Todas las edades;Total;1 de enero de 2009;43.565
México;Todas las edades;Total;1 de octubre de 2008;""
México;Todas las edades;Total;1 de julio de 2008;41.969
México;Todas las edades;Total;1 de abril de 2008;""
México;Todas las edades;Total;1 de enero de 2008;40.835
México;Todas las edades;Total;1 de octubre de 2007;""
México;Todas las edades;Total;1 de julio de 2007;39.006
México;Todas las edades;Total;1 de abril de 2007;""
México;Todas las edades;Total;1 de enero de 2007;37.982
México;Todas las edades;Total;1 de octubre de 2006;""
México;Todas las edades;Total;1 de julio de 2006;36.360
México;Todas las edades;Total;1 de abril de 2006;""
México;Todas las edades;Total;1 de enero de 2006;35.940
México;Todas las edades;Total;1 de octubre de 2005;""
México;Todas las edades;Total;1 de julio de 2005;34.705
México;Todas las edades;Total;1 de abril de 2005;""
México;Todas las edades;Total;1 de enero de 2005;33.596
México;Todas las edades;Total;1 de octubre de 2004;""
México;Todas las edades;Total;1 de julio de 2004;31.715
México;Todas las edades;Total;1 de abril de 2004;""
México;Todas las edades;Total;1 de enero de 2004;30.457
México;Todas las edades;Total;1 de octubre de 2003;""
México;Todas las edades;Total;1 de julio de 2003;28.479
México;Todas las edades;Total;1 de abril de 2003;""
México;Todas las edades;Total;1 de enero de 2003;26.656
México;Todas las edades;Total;1 de octubre de 2002;""
México;Todas las edades;Total;1 de julio de 2002;24.023
México;Todas las edades;Total;1 de abril de 2002;""
México;Todas las edades;Total;1 de enero de 2002;22.282
Canadá;Todas las edades;Total;1 de enero de 2025;10.425
Canadá;Todas las edades;Total;1 de octubre de 2024;10.102
Canadá;Todas las edades;Total;1 de julio de 2024;9.752
Canadá;Todas las edades;Total;1 de abril de 2024;9.723
Canadá;Todas las edades;Total;1 de enero de 2024;9.687
Canadá;Todas las edades;Total;1 de octubre de 2023;9.492
Canadá;Todas las edades;Total;1 de julio de 2023;9.125
Canadá;Todas las edades;Total;1 de abril de 2023;9.057
Canadá;Todas las edades;Total;1 de enero de 2023;8.969
Canadá;Todas las edades;Total;1 de octubre de 2022;8.751
Canadá;Todas las edades;Total;1 de julio de 2022;8.375
Canadá;Todas las edades;Total;1 de abril de 2022;8.286
Canadá;Todas las edades;Total;1 de enero de 2022;8.190
Canadá;Todas las edades;Total;1 de octubre de 2021;8.003
Canadá;Todas las edades;Total;1 de julio de 2021;7.800
Canadá;Todas las edades;Total;1 de abril de 2021;7.771
Canadá;Todas las edades;Total;1 de enero de 2021;7.800
Canadá;Todas las edades;Total;1 de octubre de 2020;""
Canadá;Todas las edades;Total;1 de julio de 2020;7.484
Canadá;Todas las edades;Total;1 de abril de 2020;""
Canadá;Todas las edades;Total;1 de enero de 2020;7.406
Canadá;Todas las edades;Total;1 de octubre de 2019;""
Canadá;Todas las edades;Total;1 de julio de 2019;7.055
Canadá;Todas las edades;Total;1 de abril de 2019;""
Canadá;Todas las edades;Total;1 de enero de 2019;6.933
Canadá;Todas las edades;Total;1 de octubre de 2018;""
Canadá;Todas las edades;Total;1 de julio de 2018;6.734
Canadá;Todas las edades;Total;1 de abril de 2018;""
Canadá;Todas las edades;Total;1 de enero de 2018;6.668
Canadá;Todas las edades;Total;1 de octubre de 2017;""
Canadá;Todas las edades;Total;1 de julio de 2017;6.341
Canadá;Todas las edades;Total;1 de abril de 2017;""
Canadá;Todas las edades;Total;1 de enero de 2017;6.347
Canadá;Todas las edades;Total;1 de octubre de 2016;""
Canadá;Todas las edades;Total;1 de julio de 2016;6.217
Canadá;Todas las edades;Total;1 de abril de 2016;""
Canadá;Todas las edades;Total;1 de enero de 2016;6.209
Canadá;Todas las edades;Total;1 de octubre de 2015;""
Canadá;Todas las edades;Total;1 de julio de 2015;6.018
Canadá;Todas las edades;Total;1 de abril de 2015;""
Canadá;Todas las edades;Total;1 de enero de 2015;6.048
Canadá;Todas las edades;Total;1 de octubre de 2014;""
Canadá;Todas las edades;Total;1 de julio de 2014;5.917
Canadá;Todas las edades;Total;1 de abril de 2014;""
Canadá;Todas las edades;Total;1 de enero de 2014;6.000
Canadá;Todas las edades;Total;1 de octubre de 2013;""
Canadá;Todas las edades;Total;1 de julio de 2013;5.975
Canadá;Todas las edades;Total;1 de abril de 2013;""
Canadá;Todas las edades;Total;1 de enero de 2013;5.980
Canadá;Todas las edades;Total;1 de octubre de 2012;""
Canadá;Todas las edades;Total;1 de julio de 2012;5.847
Canadá;Todas las edades;Total;1 de abril de 2012;""
Canadá;Todas las edades;Total;1 de enero de 2012;5.947
Canadá;Todas las edades;Total;1 de octubre de 2011;""
Canadá;Todas las edades;Total;1 de julio de 2011;5.733
Canadá;Todas las edades;Total;1 de abril de 2011;""
Canadá;Todas las edades;Total;1 de enero de 2011;5.769
Canadá;Todas las edades;Total;1 de octubre de 2010;""
Canadá;Todas las edades;Total;1 de julio de 2010;5.698
Canadá;Todas las edades;Total;1 de abril de 2010;""
Canadá;Todas las edades;Total;1 de enero de 2010;5.696
Canadá;Todas las edades;Total;1 de octubre de 2009;""
Canadá;Todas las edades;Total;1 de julio de 2009;5.635
Canadá;Todas las edades;Total;1 de abril de 2009;""
Canadá;Todas las edades;Total;1 de enero de 2009;5.665
Canadá;Todas las edades;Total;1 de octubre de 2008;""
Canadá;Todas las edades;Total;1 de julio de 2008;5.570
Canadá;Todas las edades;Total;1 de abril de 2008;""
Canadá;Todas las edades;Total;1 de enero de 2008;5.544
Canadá;Todas las edades;Total;1 de octubre de 2007;""
Canadá;Todas las edades;Total;1 de julio de 2007;5.399
Canadá;Todas las edades;Total;1 de abril de 2007;""
Canadá;Todas las edades;Total;1 de enero de 2007;5.280
Canadá;Todas las edades;Total;1 de octubre de 2006;""
Canadá;Todas las edades;Total;1 de julio de 2006;5.158
Canadá;Todas las edades;Total;1 de abril de 2006;""
Canadá;Todas las edades;Total;1 de enero de 2006;5.110
Canadá;Todas las edades;Total;1 de octubre de 2005;""
Canadá;Todas las edades;Total;1 de julio de 2005;5.043
Canadá;Todas las edades;Total;1 de abril de 2005;""
Canadá;Todas las edades;Total;1 de enero de 2005;4.917
Canadá;Todas las edades;Total;1 de octubre de 2004;""
Canadá;Todas las edades;Total;1 de julio de 2004;4.787
Canadá;Todas las edades;Total;1 de abril de 2004;""
Canadá;Todas las edades;Total;1 de enero de 2004;4.652
Canadá;Todas las edades;Total;1 de octubre de 2003;""
Canadá;Todas las edades;Total;1 de julio de 2003;4.475
Canadá;Todas las edades;Total;1 de abril de 2003;""
Canadá;Todas las edades;Total;1 de enero de 2003;4.336
Canadá;Todas las edades;Total;1 de octubre de 2002;""
Canadá;Todas las edades;Total;1 de julio de 2002;4.125
Canadá;Todas las edades;Total;1 de abril de 2002;""
Canadá;Todas las edades;Total;1 de enero de 2002;3.960
Centro América y Caribe;Todas las edades;Total;1 de enero de 2025;858.231
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2024;840.769
Centro América y Caribe;Todas las edades;Total;1 de julio de 2024;822.292
Centro América y Caribe;Todas las edades;Total;1 de abril de 2024;805.177
Centro América y Caribe;Todas las edades;Total;1 de enero de 2024;791.615
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2023;773.602
Centro América y Caribe;Todas las edades;Total;1 de julio de 2023;756.638
Centro América y Caribe;Todas las edades;Total;1 de abril de 2023;740.772
Centro América y Caribe;Todas las edades;Total;1 de enero de 2023;720.178
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2022;699.795
Centro América y Caribe;Todas las edades;Total;1 de julio de 2022;681.909
Centro América y Caribe;Todas las edades;Total;1 de abril de 2022;662.252
Centro América y Caribe;Todas las edades;Total;1 de enero de 2022;644.369
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2021;631.249
Centro América y Caribe;Todas las edades;Total;1 de julio de 2021;623.529
Centro América y Caribe;Todas las edades;Total;1 de abril de 2021;620.742
Centro América y Caribe;Todas las edades;Total;1 de enero de 2021;617.741
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2020;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2020;603.962
Centro América y Caribe;Todas las edades;Total;1 de abril de 2020;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2020;580.321
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2019;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2019;543.269
Centro América y Caribe;Todas las edades;Total;1 de abril de 2019;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2019;508.723
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2018;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2018;477.475
Centro América y Caribe;Todas las edades;Total;1 de abril de 2018;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2018;454.479
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2017;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2017;432.575
Centro América y Caribe;Todas las edades;Total;1 de abril de 2017;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2017;416.058
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2016;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2016;402.455
Centro América y Caribe;Todas las edades;Total;1 de abril de 2016;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2016;392.682
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2015;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2015;383.414
Centro América y Caribe;Todas las edades;Total;1 de abril de 2015;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2015;376.129
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2014;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2014;369.126
Centro América y Caribe;Todas las edades;Total;1 de abril de 2014;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2014;364.165
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2013;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2013;360.712
Centro América y Caribe;Todas las edades;Total;1 de abril de 2013;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2013;359.269
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2012;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2012;353.688
Centro América y Caribe;Todas las edades;Total;1 de abril de 2012;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2012;344.881
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2011;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2011;331.284
Centro América y Caribe;Todas las edades;Total;1 de abril de 2011;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2011;320.919
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2010;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2010;312.310
Centro América y Caribe;Todas las edades;Total;1 de abril de 2010;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2010;304.655
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2009;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2009;297.187
Centro América y Caribe;Todas las edades;Total;1 de abril de 2009;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2009;289.116
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2008;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2008;276.374
Centro América y Caribe;Todas las edades;Total;1 de abril de 2008;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2008;258.754
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2007;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2007;240.576
Centro América y Caribe;Todas las edades;Total;1 de abril de 2007;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2007;220.878
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2006;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2006;204.771
Centro América y Caribe;Todas las edades;Total;1 de abril de 2006;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2006;193.184
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2005;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2005;182.934
Centro América y Caribe;Todas las edades;Total;1 de abril de 2005;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2005;172.595
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2004;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2004;161.782
Centro América y Caribe;Todas las edades;Total;1 de abril de 2004;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2004;153.419
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2003;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2003;144.108
Centro América y Caribe;Todas las edades;Total;1 de abril de 2003;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2003;135.126
Centro América y Caribe;Todas las edades;Total;1 de octubre de 2002;""
Centro América y Caribe;Todas las edades;Total;1 de julio de 2002;125.660
Centro América y Caribe;Todas las edades;Total;1 de abril de 2002;""
Centro América y Caribe;Todas las edades;Total;1 de enero de 2002;115.042
Cuba;Todas las edades;Total;1 de enero de 2025;252.290
Cuba;Todas las edades;Total;1 de octubre de 2024;244.150
Cuba;Todas las edades;Total;1 de julio de 2024;236.043
Cuba;Todas las edades;Total;1 de abril de 2024;228.352
Cuba;Todas las edades;Total;1 de enero de 2024;223.532
Cuba;Todas las edades;Total;1 de octubre de 2023;216.658
Cuba;Todas las edades;Total;1 de julio de 2023;210.450
Cuba;Todas las edades;Total;1 de abril de 2023;204.430
Cuba;Todas las edades;Total;1 de enero de 2023;198.639
Cuba;Todas las edades;Total;1 de octubre de 2022;191.804
Cuba;Todas las edades;Total;1 de julio de 2022;186.117
Cuba;Todas las edades;Total;1 de abril de 2022;180.643
