País de nacimiento;Grupo quinquenal de edad;Sexo;Periodo;Total
Cuba;Todas las edades;Total;1 de enero de 2022;176.770
Cuba;Todas las edades;Total;1 de octubre de 2021;173.061
Cuba;Todas las edades;Total;1 de julio de 2021;169.721
Cuba;Todas las edades;Total;1 de abril de 2021;167.655
Cuba;Todas las edades;Total;1 de enero de 2021;166.076
Cuba;Todas las edades;Total;1 de octubre de 2020;""
Cuba;Todas las edades;Total;1 de julio de 2020;165.343
Cuba;Todas las edades;Total;1 de abril de 2020;""
Cuba;Todas las edades;Total;1 de enero de 2020;162.063
Cuba;Todas las edades;Total;1 de octubre de 2019;""
Cuba;Todas las edades;Total;1 de julio de 2019;154.762
Cuba;Todas las edades;Total;1 de abril de 2019;""
Cuba;Todas las edades;Total;1 de enero de 2019;148.986
Cuba;Todas las edades;Total;1 de octubre de 2018;""
Cuba;Todas las edades;Total;1 de julio de 2018;143.485
Cuba;Todas las edades;Total;1 de abril de 2018;""
Cuba;Todas las edades;Total;1 de enero de 2018;139.713
Cuba;Todas las edades;Total;1 de octubre de 2017;""
Cuba;Todas las edades;Total;1 de julio de 2017;136.353
Cuba;Todas las edades;Total;1 de abril de 2017;""
Cuba;Todas las edades;Total;1 de enero de 2017;134.170
Cuba;Todas las edades;Total;1 de octubre de 2016;""
Cuba;Todas las edades;Total;1 de julio de 2016;132.072
Cuba;Todas las edades;Total;1 de abril de 2016;""
Cuba;Todas las edades;Total;1 de enero de 2016;130.747
Cuba;Todas las edades;Total;1 de octubre de 2015;""
Cuba;Todas las edades;Total;1 de julio de 2015;128.978
Cuba;Todas las edades;Total;1 de abril de 2015;""
Cuba;Todas las edades;Total;1 de enero de 2015;127.868
Cuba;Todas las edades;Total;1 de octubre de 2014;""
Cuba;Todas las edades;Total;1 de julio de 2014;126.177
Cuba;Todas las edades;Total;1 de abril de 2014;""
Cuba;Todas las edades;Total;1 de enero de 2014;125.200
Cuba;Todas las edades;Total;1 de octubre de 2013;""
Cuba;Todas las edades;Total;1 de julio de 2013;123.771
Cuba;Todas las edades;Total;1 de abril de 2013;""
Cuba;Todas las edades;Total;1 de enero de 2013;122.614
Cuba;Todas las edades;Total;1 de octubre de 2012;""
Cuba;Todas las edades;Total;1 de julio de 2012;120.589
Cuba;Todas las edades;Total;1 de abril de 2012;""
Cuba;Todas las edades;Total;1 de enero de 2012;118.586
Cuba;Todas las edades;Total;1 de octubre de 2011;""
Cuba;Todas las edades;Total;1 de julio de 2011;113.801
Cuba;Todas las edades;Total;1 de abril de 2011;""
Cuba;Todas las edades;Total;1 de enero de 2011;109.478
Cuba;Todas las edades;Total;1 de octubre de 2010;""
Cuba;Todas las edades;Total;1 de julio de 2010;105.527
Cuba;Todas las edades;Total;1 de abril de 2010;""
Cuba;Todas las edades;Total;1 de enero de 2010;103.186
Cuba;Todas las edades;Total;1 de octubre de 2009;""
Cuba;Todas las edades;Total;1 de julio de 2009;101.041
Cuba;Todas las edades;Total;1 de abril de 2009;""
Cuba;Todas las edades;Total;1 de enero de 2009;99.142
Cuba;Todas las edades;Total;1 de octubre de 2008;""
Cuba;Todas las edades;Total;1 de julio de 2008;95.581
Cuba;Todas las edades;Total;1 de abril de 2008;""
Cuba;Todas las edades;Total;1 de enero de 2008;91.141
Cuba;Todas las edades;Total;1 de octubre de 2007;""
Cuba;Todas las edades;Total;1 de julio de 2007;86.810
Cuba;Todas las edades;Total;1 de abril de 2007;""
Cuba;Todas las edades;Total;1 de enero de 2007;83.040
Cuba;Todas las edades;Total;1 de octubre de 2006;""
Cuba;Todas las edades;Total;1 de julio de 2006;79.654
Cuba;Todas las edades;Total;1 de abril de 2006;""
Cuba;Todas las edades;Total;1 de enero de 2006;76.485
Cuba;Todas las edades;Total;1 de octubre de 2005;""
Cuba;Todas las edades;Total;1 de julio de 2005;73.853
Cuba;Todas las edades;Total;1 de abril de 2005;""
Cuba;Todas las edades;Total;1 de enero de 2005;71.232
Cuba;Todas las edades;Total;1 de octubre de 2004;""
Cuba;Todas las edades;Total;1 de julio de 2004;68.326
Cuba;Todas las edades;Total;1 de abril de 2004;""
Cuba;Todas las edades;Total;1 de enero de 2004;65.767
Cuba;Todas las edades;Total;1 de octubre de 2003;""
Cuba;Todas las edades;Total;1 de julio de 2003;63.116
Cuba;Todas las edades;Total;1 de abril de 2003;""
Cuba;Todas las edades;Total;1 de enero de 2003;60.281
Cuba;Todas las edades;Total;1 de octubre de 2002;""
Cuba;Todas las edades;Total;1 de julio de 2002;57.056
Cuba;Todas las edades;Total;1 de abril de 2002;""
Cuba;Todas las edades;Total;1 de enero de 2002;52.701
Honduras;Todas las edades;Total;1 de enero de 2025;220.593
Honduras;Todas las edades;Total;1 de octubre de 2024;215.597
Honduras;Todas las edades;Total;1 de julio de 2024;211.006
Honduras;Todas las edades;Total;1 de abril de 2024;206.189
Honduras;Todas las edades;Total;1 de enero de 2024;201.319
Honduras;Todas las edades;Total;1 de octubre de 2023;195.968
Honduras;Todas las edades;Total;1 de julio de 2023;191.224
Honduras;Todas las edades;Total;1 de abril de 2023;185.787
Honduras;Todas las edades;Total;1 de enero de 2023;177.616
Honduras;Todas las edades;Total;1 de octubre de 2022;170.411
Honduras;Todas las edades;Total;1 de julio de 2022;164.769
Honduras;Todas las edades;Total;1 de abril de 2022;157.477
Honduras;Todas las edades;Total;1 de enero de 2022;149.786
Honduras;Todas las edades;Total;1 de octubre de 2021;143.459
Honduras;Todas las edades;Total;1 de julio de 2021;141.504
Honduras;Todas las edades;Total;1 de abril de 2021;141.133
Honduras;Todas las edades;Total;1 de enero de 2021;140.273
Honduras;Todas las edades;Total;1 de octubre de 2020;""
Honduras;Todas las edades;Total;1 de julio de 2020;134.674
Honduras;Todas las edades;Total;1 de abril de 2020;""
Honduras;Todas las edades;Total;1 de enero de 2020;123.808
Honduras;Todas las edades;Total;1 de octubre de 2019;""
Honduras;Todas las edades;Total;1 de julio de 2019;110.882
Honduras;Todas las edades;Total;1 de abril de 2019;""
Honduras;Todas las edades;Total;1 de enero de 2019;97.239
Honduras;Todas las edades;Total;1 de octubre de 2018;""
Honduras;Todas las edades;Total;1 de julio de 2018;85.977
Honduras;Todas las edades;Total;1 de abril de 2018;""
Honduras;Todas las edades;Total;1 de enero de 2018;75.231
Honduras;Todas las edades;Total;1 de octubre de 2017;""
Honduras;Todas las edades;Total;1 de julio de 2017;66.002
Honduras;Todas las edades;Total;1 de abril de 2017;""
Honduras;Todas las edades;Total;1 de enero de 2017;58.388
Honduras;Todas las edades;Total;1 de octubre de 2016;""
Honduras;Todas las edades;Total;1 de julio de 2016;53.226
Honduras;Todas las edades;Total;1 de abril de 2016;""
Honduras;Todas las edades;Total;1 de enero de 2016;48.844
Honduras;Todas las edades;Total;1 de octubre de 2015;""
Honduras;Todas las edades;Total;1 de julio de 2015;45.573
Honduras;Todas las edades;Total;1 de abril de 2015;""
Honduras;Todas las edades;Total;1 de enero de 2015;42.443
Honduras;Todas las edades;Total;1 de octubre de 2014;""
Honduras;Todas las edades;Total;1 de julio de 2014;40.455
Honduras;Todas las edades;Total;1 de abril de 2014;""
Honduras;Todas las edades;Total;1 de enero de 2014;38.575
Honduras;Todas las edades;Total;1 de octubre de 2013;""
Honduras;Todas las edades;Total;1 de julio de 2013;38.022
Honduras;Todas las edades;Total;1 de abril de 2013;""
Honduras;Todas las edades;Total;1 de enero de 2013;37.526
Honduras;Todas las edades;Total;1 de octubre de 2012;""
Honduras;Todas las edades;Total;1 de julio de 2012;36.562
Honduras;Todas las edades;Total;1 de abril de 2012;""
Honduras;Todas las edades;Total;1 de enero de 2012;34.247
Honduras;Todas las edades;Total;1 de octubre de 2011;""
Honduras;Todas las edades;Total;1 de julio de 2011;31.919
Honduras;Todas las edades;Total;1 de abril de 2011;""
Honduras;Todas las edades;Total;1 de enero de 2011;29.873
Honduras;Todas las edades;Total;1 de octubre de 2010;""
Honduras;Todas las edades;Total;1 de julio de 2010;28.515
Honduras;Todas las edades;Total;1 de abril de 2010;""
Honduras;Todas las edades;Total;1 de enero de 2010;26.901
Honduras;Todas las edades;Total;1 de octubre de 2009;""
Honduras;Todas las edades;Total;1 de julio de 2009;25.815
Honduras;Todas las edades;Total;1 de abril de 2009;""
Honduras;Todas las edades;Total;1 de enero de 2009;24.858
Honduras;Todas las edades;Total;1 de octubre de 2008;""
Honduras;Todas las edades;Total;1 de julio de 2008;23.678
Honduras;Todas las edades;Total;1 de abril de 2008;""
Honduras;Todas las edades;Total;1 de enero de 2008;21.693
Honduras;Todas las edades;Total;1 de octubre de 2007;""
Honduras;Todas las edades;Total;1 de julio de 2007;19.081
Honduras;Todas las edades;Total;1 de abril de 2007;""
Honduras;Todas las edades;Total;1 de enero de 2007;14.748
Honduras;Todas las edades;Total;1 de octubre de 2006;""
Honduras;Todas las edades;Total;1 de julio de 2006;11.579
Honduras;Todas las edades;Total;1 de abril de 2006;""
Honduras;Todas las edades;Total;1 de enero de 2006;9.816
Honduras;Todas las edades;Total;1 de octubre de 2005;""
Honduras;Todas las edades;Total;1 de julio de 2005;8.771
Honduras;Todas las edades;Total;1 de abril de 2005;""
Honduras;Todas las edades;Total;1 de enero de 2005;7.757
Honduras;Todas las edades;Total;1 de octubre de 2004;""
Honduras;Todas las edades;Total;1 de julio de 2004;6.815
Honduras;Todas las edades;Total;1 de abril de 2004;""
Honduras;Todas las edades;Total;1 de enero de 2004;6.180
Honduras;Todas las edades;Total;1 de octubre de 2003;""
Honduras;Todas las edades;Total;1 de julio de 2003;5.548
Honduras;Todas las edades;Total;1 de abril de 2003;""
Honduras;Todas las edades;Total;1 de enero de 2003;4.924
Honduras;Todas las edades;Total;1 de octubre de 2002;""
Honduras;Todas las edades;Total;1 de julio de 2002;4.332
Honduras;Todas las edades;Total;1 de abril de 2002;""
Honduras;Todas las edades;Total;1 de enero de 2002;3.730
Nicaragua;Todas las edades;Total;1 de enero de 2025;93.905
Nicaragua;Todas las edades;Total;1 de octubre de 2024;92.478
Nicaragua;Todas las edades;Total;1 de julio de 2024;90.909
Nicaragua;Todas las edades;Total;1 de abril de 2024;89.259
Nicaragua;Todas las edades;Total;1 de enero de 2024;87.786
Nicaragua;Todas las edades;Total;1 de octubre de 2023;85.680
Nicaragua;Todas las edades;Total;1 de julio de 2023;83.907
Nicaragua;Todas las edades;Total;1 de abril de 2023;82.567
Nicaragua;Todas las edades;Total;1 de enero de 2023;80.013
Nicaragua;Todas las edades;Total;1 de octubre de 2022;77.522
Nicaragua;Todas las edades;Total;1 de julio de 2022;74.876
Nicaragua;Todas las edades;Total;1 de abril de 2022;71.669
Nicaragua;Todas las edades;Total;1 de enero de 2022;68.776
Nicaragua;Todas las edades;Total;1 de octubre de 2021;68.153
Nicaragua;Todas las edades;Total;1 de julio de 2021;67.904
Nicaragua;Todas las edades;Total;1 de abril de 2021;68.149
Nicaragua;Todas las edades;Total;1 de enero de 2021;68.229
Nicaragua;Todas las edades;Total;1 de octubre de 2020;""
Nicaragua;Todas las edades;Total;1 de julio de 2020;65.296
Nicaragua;Todas las edades;Total;1 de abril de 2020;""
Nicaragua;Todas las edades;Total;1 de enero de 2020;59.747
Nicaragua;Todas las edades;Total;1 de octubre de 2019;""
Nicaragua;Todas las edades;Total;1 de julio de 2019;52.071
Nicaragua;Todas las edades;Total;1 de abril de 2019;""
Nicaragua;Todas las edades;Total;1 de enero de 2019;43.460
Nicaragua;Todas las edades;Total;1 de octubre de 2018;""
Nicaragua;Todas las edades;Total;1 de julio de 2018;36.463
Nicaragua;Todas las edades;Total;1 de abril de 2018;""
Nicaragua;Todas las edades;Total;1 de enero de 2018;32.706
Nicaragua;Todas las edades;Total;1 de octubre de 2017;""
Nicaragua;Todas las edades;Total;1 de julio de 2017;30.392
Nicaragua;Todas las edades;Total;1 de abril de 2017;""
Nicaragua;Todas las edades;Total;1 de enero de 2017;27.529
Nicaragua;Todas las edades;Total;1 de octubre de 2016;""
Nicaragua;Todas las edades;Total;1 de julio de 2016;25.842
Nicaragua;Todas las edades;Total;1 de abril de 2016;""
Nicaragua;Todas las edades;Total;1 de enero de 2016;24.202
Nicaragua;Todas las edades;Total;1 de octubre de 2015;""
Nicaragua;Todas las edades;Total;1 de julio de 2015;22.923
Nicaragua;Todas las edades;Total;1 de abril de 2015;""
Nicaragua;Todas las edades;Total;1 de enero de 2015;21.678
Nicaragua;Todas las edades;Total;1 de octubre de 2014;""
Nicaragua;Todas las edades;Total;1 de julio de 2014;20.783
Nicaragua;Todas las edades;Total;1 de abril de 2014;""
Nicaragua;Todas las edades;Total;1 de enero de 2014;19.948
Nicaragua;Todas las edades;Total;1 de octubre de 2013;""
Nicaragua;Todas las edades;Total;1 de julio de 2013;19.811
Nicaragua;Todas las edades;Total;1 de abril de 2013;""
Nicaragua;Todas las edades;Total;1 de enero de 2013;19.520
Nicaragua;Todas las edades;Total;1 de octubre de 2012;""
Nicaragua;Todas las edades;Total;1 de julio de 2012;18.946
Nicaragua;Todas las edades;Total;1 de abril de 2012;""
Nicaragua;Todas las edades;Total;1 de enero de 2012;17.524
Nicaragua;Todas las edades;Total;1 de octubre de 2011;""
Nicaragua;Todas las edades;Total;1 de julio de 2011;16.162
Nicaragua;Todas las edades;Total;1 de abril de 2011;""
Nicaragua;Todas las edades;Total;1 de enero de 2011;14.953
Nicaragua;Todas las edades;Total;1 de octubre de 2010;""
Nicaragua;Todas las edades;Total;1 de julio de 2010;14.017
Nicaragua;Todas las edades;Total;1 de abril de 2010;""
Nicaragua;Todas las edades;Total;1 de enero de 2010;12.892
Nicaragua;Todas las edades;Total;1 de octubre de 2009;""
Nicaragua;Todas las edades;Total;1 de julio de 2009;12.045
Nicaragua;Todas las edades;Total;1 de abril de 2009;""
Nicaragua;Todas las edades;Total;1 de enero de 2009;11.385
Nicaragua;Todas las edades;Total;1 de octubre de 2008;""
Nicaragua;Todas las edades;Total;1 de julio de 2008;10.505
Nicaragua;Todas las edades;Total;1 de abril de 2008;""
Nicaragua;Todas las edades;Total;1 de enero de 2008;9.090
Nicaragua;Todas las edades;Total;1 de octubre de 2007;""
Nicaragua;Todas las edades;Total;1 de julio de 2007;7.637
Nicaragua;Todas las edades;Total;1 de abril de 2007;""
Nicaragua;Todas las edades;Total;1 de enero de 2007;5.599
Nicaragua;Todas las edades;Total;1 de octubre de 2006;""
Nicaragua;Todas las edades;Total;1 de julio de 2006;4.402
Nicaragua;Todas las edades;Total;1 de abril de 2006;""
Nicaragua;Todas las edades;Total;1 de enero de 2006;3.804
Nicaragua;Todas las edades;Total;1 de octubre de 2005;""
Nicaragua;Todas las edades;Total;1 de julio de 2005;3.426
Nicaragua;Todas las edades;Total;1 de abril de 2005;""
Nicaragua;Todas las edades;Total;1 de enero de 2005;3.115
Nicaragua;Todas las edades;Total;1 de octubre de 2004;""
Nicaragua;Todas las edades;Total;1 de julio de 2004;2.900
Nicaragua;Todas las edades;Total;1 de abril de 2004;""
Nicaragua;Todas las edades;Total;1 de enero de 2004;2.728
Nicaragua;Todas las edades;Total;1 de octubre de 2003;""
Nicaragua;Todas las edades;Total;1 de julio de 2003;2.566
Nicaragua;Todas las edades;Total;1 de abril de 2003;""
Nicaragua;Todas las edades;Total;1 de enero de 2003;2.412
Nicaragua;Todas las edades;Total;1 de octubre de 2002;""
Nicaragua;Todas las edades;Total;1 de julio de 2002;2.280
